,combination.compound.dt50.sediment,combination.compound.dt50.soil,combination.compound.dt50.surfaceWater,combination.compound.dt50.system,combination.compound.freundlich,combination.compound.henry,combination.compound.koc,combination.compound.molarMass,combination.compound.name,combination.compound.plant_uptake,combination.compound.reference_temperature,combination.compound.vapor_pressure,combination.compound.water_solubility,combination.gap.arguments.apply_every_n_years,combination.gap.arguments.bbch,combination.gap.arguments.interval,combination.gap.arguments.modelCrop,combination.gap.arguments.name,combination.gap.arguments.number_of_applications,combination.gap.arguments.rate,combination.gap.arguments.season,combination.gap.type,combination.scenarios.0,0.compound_pec,0.compound_name
55,6.0,40.08,6.0,6.0,0.92108,5.78e-08,1735.58,300.0,Compound -3989296162169458498,0.0,20.0,2.6e-06,13378.7326,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0,Compound -3989296162169458498
56,6.0,322.78,6.0,6.0,0.90069,12.3,64.65,300.0,Compound -6507242054024993412,0.0,20.0,0.37,8.9439,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.3997198165052995,Compound -6507242054024993412
57,6.0,48.28,6.0,6.0,0.95108,3.13e-05,340.92,300.0,Compound -4179957191689007049,0.0,20.0,6.5e-07,6.2241,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0010632799545037,Compound -4179957191689007049
58,6.0,11.83,6.0,6.0,0.90905,88.6,47.28,300.0,Compound 1697043331133673681,0.0,20.0,0.0053,0.018,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,7.371653989828257e-05,Compound 1697043331133673681
59,6.0,48.36,6.0,6.0,0.94979,1.24,27.77,300.0,Compound -6165665176153943207,0.0,20.0,0.72,175.4169,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.5903883144017789,Compound -6165665176153943207
60,6.0,69.11,6.0,6.0,0.90026,0.306,281.34,300.0,Compound 760180024028604058,0.0,20.0,4.7e-05,0.046,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,1.332134418627352e-06,Compound 760180024028604058
61,6.0,188.47,6.0,6.0,0.92587,38.4,65.72,300.0,Compound 5085880517986456350,0.0,20.0,3.0,23.1321,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0179670704667558,Compound 5085880517986456350
62,6.0,112.89,6.0,6.0,0.95809,0.186,184.06,300.0,Compound -949705636623339846,0.0,20.0,0.0024,3.8915,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0669540453166011,Compound -949705636623339846
63,6.0,36.47,6.0,6.0,0.99392,1.73e-07,156.93,300.0,Compound 366743059147671996,0.0,20.0,2.9e-07,499.4242,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0051086675189845,Compound 366743059147671996
0,6.0,52.95,6.0,6.0,0.94865,1.42e-05,665.72,300.0,Compound -1618602179463016238,0.0,20.0,0.0017,36984.2176,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,2.3048529337656013e-06,Compound -1618602179463016238
1,6.0,13.99,6.0,6.0,0.96104,0.0229,11.47,300.0,Compound 547155234560582487,0.0,20.0,6.3,82381.8991,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.950830955255552,Compound 547155234560582487
2,6.0,128.46,6.0,6.0,0.99131,0.0061,4341.78,300.0,Compound 5960087355697888986,0.0,20.0,4.5e-05,2.1974,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.4364480110736518e-08,Compound 5960087355697888986
3,6.0,119.22,6.0,6.0,0.94287,0.205,277.67,300.0,Compound 7174161649962771500,0.0,20.0,0.047,68.8745,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0551233564918571,Compound 7174161649962771500
4,6.0,264.57,6.0,6.0,0.93176,22.9,1.97,300.0,Compound 5473552219793872515,0.0,20.0,32.0,420.2524,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.1427312654531162,Compound 5473552219793872515
5,6.0,192.9,6.0,6.0,0.9926,25.5,2087.48,300.0,Compound 745256266949859744,0.0,20.0,0.016,0.1894,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,7.426176672550066e-05,Compound 745256266949859744
6,6.0,1137.07,6.0,6.0,0.9567,15.0,139.84,300.0,Compound -6350792897907925807,0.0,20.0,30.0,593.2346,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.4318353813556023,Compound -6350792897907925807
7,6.0,225.79,6.0,6.0,0.94054,20.7,1706.05,300.0,Compound 3233817552585930554,0.0,20.0,250.0,3633.021,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,7.288451966152314e-06,Compound 3233817552585930554
8,6.0,118.24,6.0,6.0,0.97575,0.00148,378.0,300.0,Compound 5723603236756345692,0.0,20.0,2.9e-07,0.0585,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.1881482461390693,Compound 5723603236756345692
9,6.0,9.1,6.0,6.0,0.96821,23.6,0.6,300.0,Compound 7487251999836853421,0.0,20.0,0.24,3.0632,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0028743195473537,Compound 7487251999836853421
10,6.0,3.53,6.0,6.0,0.95921,0.00302,8.8,300.0,Compound -4681812100695262536,0.0,20.0,0.78,77632.3371,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,3.277504546157421e-05,Compound -4681812100695262536
11,6.0,131.92,6.0,6.0,0.99082,8.45e-07,9813.66,300.0,Compound 2759862933038039005,0.0,20.0,6.1e-11,0.0218,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,2.573542260312976e-13,Compound 2759862933038039005
12,6.0,48.45,6.0,6.0,0.94429,0.0316,2532.35,300.0,Compound -1975898640089070586,0.0,20.0,0.011,104.615,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -1975898640089070586
13,6.0,51.85,6.0,6.0,0.93186,0.0384,578.91,300.0,Compound 2476339971732418194,0.0,20.0,0.4,3124.0774,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.0723786842523342e-12,Compound 2476339971732418194
14,6.0,97.96,6.0,6.0,0.99897,29.2,16.64,300.0,Compound 56391771795955279,0.0,20.0,14.0,145.3503,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0630159381501927,Compound 56391771795955279
15,6.0,22.64,6.0,6.0,0.93608,0.00265,64900.86,300.0,Compound -5776689017597072217,0.0,20.0,0.9,101393.4454,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound -5776689017597072217
16,6.0,45.15,6.0,6.0,0.92418,15.7,0.26,300.0,Compound 5617435460261006340,0.0,20.0,0.042,0.8086,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.089221719291651,Compound 5617435460261006340
17,6.0,2.72,6.0,6.0,0.9422,1.1e-08,3.45,300.0,Compound -6639296414060340980,0.0,20.0,8.3e-05,2262875.2431,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0110834263010444,Compound -6639296414060340980
18,6.0,1.57,6.0,6.0,0.98525,1.49e-06,4.07,300.0,Compound -5176590864245189352,0.0,20.0,0.00013,26000.2918,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0002299107639119,Compound -5176590864245189352
19,6.0,0.87,6.0,6.0,0.95462,0.00171,2.1,300.0,Compound -5833399666055371366,0.0,20.0,1.9e-06,0.33,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,2.1469575234129875e-05,Compound -5833399666055371366
20,6.0,2.65,6.0,6.0,0.94593,0.00859,20.11,300.0,Compound 7295377529606723471,0.0,20.0,1300.0,46198141.1762,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,2.8216830496824183e-05,Compound 7295377529606723471
21,6.0,0.65,6.0,6.0,0.93502,8.67e-05,15475.6,300.0,Compound 4297354029347486495,0.0,20.0,0.21,738451.8412,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0,Compound 4297354029347486495
22,6.0,7.58,6.0,6.0,0.94975,0.00168,3.77,300.0,Compound 8368785066479566397,0.0,20.0,0.01,1853.4209,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,1.2722135004259632,Compound 8368785066479566397
23,6.0,1.51,6.0,6.0,0.94581,0.00101,312.54,300.0,Compound 8842964569166301953,0.0,20.0,0.014,4235.1574,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 8842964569166301953
24,6.0,1.66,6.0,6.0,0.96781,0.00303,1.74,300.0,Compound -8997793731503530817,0.0,20.0,0.32,31459.4859,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0011821021154693,Compound -8997793731503530817
25,6.0,19.63,6.0,6.0,0.93396,1.12e-07,0.62,300.0,Compound 3639171959883271072,0.0,20.0,6.1e-10,1.6307,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,5.7720894727684176,Compound 3639171959883271072
26,6.0,19.11,6.0,6.0,0.98201,1.26e-05,1.75,300.0,Compound 8104318769956405536,0.0,20.0,0.022,520216.4195,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.5380968009859608,Compound 8104318769956405536
27,6.0,89.12,6.0,6.0,0.94517,9.55e-07,741.05,300.0,Compound 3548651002007938209,0.0,20.0,4.1e-06,1273.035,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0001622168606301,Compound 3548651002007938209
28,6.0,6.46,6.0,6.0,0.95027,0.0112,0.76,300.0,Compound -7170252717164322539,0.0,20.0,0.025,679.6539,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0016946959496995,Compound -7170252717164322539
29,6.0,1103.54,6.0,6.0,0.97719,18.1,25930.16,300.0,Compound 7229048676749291152,0.0,20.0,330.0,5428.4816,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,1.3428602357944648e-17,Compound 7229048676749291152
30,6.0,8.29,6.0,6.0,0.94313,0.156,15.63,300.0,Compound -4710273944767861528,0.0,20.0,0.0027,5.2423,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0041278894080704,Compound -4710273944767861528
31,6.0,119.77,6.0,6.0,0.91719,1.14e-08,829.91,300.0,Compound 2903118716090019800,0.0,20.0,1.3e-07,3362.4588,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,1.7630182913446886e-05,Compound 2903118716090019800
32,6.0,30.4,6.0,6.0,0.94105,0.0243,196.65,300.0,Compound -8963919246327409507,0.0,20.0,0.54,6645.8765,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,2.64126811703313e-05,Compound -8963919246327409507
33,6.0,59.61,6.0,6.0,0.93612,8.67e-06,148.05,300.0,Compound 4937361182025144557,0.0,20.0,0.013,460768.1327,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0516366978278919,Compound 4937361182025144557
34,6.0,36.14,6.0,6.0,0.93655,0.0139,28.22,300.0,Compound -6323471379746380826,0.0,20.0,0.0021,45.8575,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.7952315649914604,Compound -6323471379746380826
35,6.0,77.33,6.0,6.0,0.9414,2.69e-07,1287.36,300.0,Compound -9192755678717348365,0.0,20.0,1e-07,116.6251,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,2.0905813935664065e-08,Compound -9192755678717348365
36,6.0,46.54,6.0,6.0,0.94916,0.00174,157.07,300.0,Compound 419519704773738701,0.0,20.0,0.043,7343.3742,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.07983286952172,Compound 419519704773738701
37,6.0,41.44,6.0,6.0,0.94761,0.000332,9.78,300.0,Compound 9122734687190310428,0.0,20.0,0.00015,136.0591,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,4.707588256488044,Compound 9122734687190310428
38,6.0,12.06,6.0,6.0,0.98799,2.52e-05,5.48,300.0,Compound -8935018128490831584,0.0,20.0,7.8e-05,926.5859,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.3876500311430453,Compound -8935018128490831584
39,6.0,5.15,6.0,6.0,0.99251,2.19e-05,30609.22,300.0,Compound 4480907023341603607,0.0,20.0,0.036,493871.2638,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 4480907023341603607
40,6.0,142.33,6.0,6.0,0.90758,4.76e-06,52659.48,300.0,Compound -5400826644263585857,0.0,20.0,5.2e-06,328.6605,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -5400826644263585857
41,6.0,18.93,6.0,6.0,0.95778,21.2,55.7,300.0,Compound -3919291144099746809,0.0,20.0,360.0,5055.9128,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0056246685847616,Compound -3919291144099746809
42,6.0,42.02,6.0,6.0,0.93913,1.18e-07,5.75,300.0,Compound 7862243700680628188,0.0,20.0,8.7e-06,22137.1763,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,3.375723754907489,Compound 7862243700680628188
43,6.0,4.5,6.0,6.0,0.94631,1.91e-05,16.15,300.0,Compound 4566212893126264605,0.0,20.0,0.00026,4107.8737,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.001566810782748,Compound 4566212893126264605
44,6.0,110.99,6.0,6.0,0.9379,0.00205,331.59,300.0,Compound 6717867503207343381,0.0,20.0,0.00029,42.7634,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0824048735769895,Compound 6717867503207343381
45,6.0,4.93,6.0,6.0,0.93248,8.23e-08,10.11,300.0,Compound 8550216707036161592,0.0,20.0,0.00013,487006.0653,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0031851472465422,Compound 8550216707036161592
46,6.0,19.83,6.0,6.0,0.97495,27.4,15.19,300.0,Compound -1557763414757537324,0.0,20.0,0.0012,0.0136,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0118212772342862,Compound -1557763414757537324
