combination.compound.dt50.sediment,combination.compound.dt50.soil,combination.compound.dt50.surfaceWater,combination.compound.dt50.system,combination.compound.freundlich,combination.compound.henry,combination.compound.koc,combination.compound.molarMass,combination.compound.name,combination.compound.plant_uptake,combination.compound.reference_temperature,combination.compound.vapor_pressure,combination.compound.water_solubility,combination.gap.arguments.apply_every_n_years,combination.gap.arguments.bbch,combination.gap.arguments.interval,combination.gap.arguments.modelCrop,combination.gap.arguments.name,combination.gap.arguments.number_of_applications,combination.gap.arguments.rate,combination.gap.arguments.season,combination.gap.type,combination.scenarios.0,0.compound_pec,0.compound_name
6.0,43.18,6.0,6.0,0.92058,0.00046,200.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,7.920585584077375e-06,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,250.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.653900594151817e-07,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,300.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.0229647112102001e-08,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,350.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.615878664929478e-10,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,400.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,8.011815919252359e-12,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,450.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.5750796508403904e-13,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,500.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,7.7794929734393e-15,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,550.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.526454612026863e-16,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,600.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,9.087697225792199e-18,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,650.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,3.7312818483800734e-19,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,700.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.1886634875202405e-20,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,750.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,800.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,850.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,900.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 3195551981900868001
6.0,43.18,6.0,6.0,0.92058,0.00046,950.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 3195551981900868001
